"Order Number","Order Status","Order Date","Customer Note","First Name (Billing)","Last Name (Billing)","Company (Billing)","Address 1&2 (Billing)","City (Billing)","State Code (Billing)","Postcode (Billing)","Country Code (Billing)","Email (Billing)","Phone (Billing)","First Name (Shipping)","Last Name (Shipping)","Address 1&2 (Shipping)","City (Shipping)","State Code (Shipping)","Postcode (Shipping)","Country Code (Shipping)","Payment Method Title","Cart Discount Amount","Cart Discount Amount(inc. tax)","Order Subtotal Amount","Shipping Method Title","Order Shipping Amount","Order Refund Amount","Order Total Amount","Order Total Tax Amount","Product Id","Cost of goods","Category","SKU","Item #","Item Name","Quantity (- Refund)","Item Cost","Coupon Code","Discount Amount","Discount Amount Tax"
"3405","Paid By Bank-","2025-02-05 12:14","","Yeyen Supermarkt","","","Escamplaan 305","Den Haag","","2547 EA","","YeyenburgSupermarkt@gmail.com","","Yeyen Supermarkt","","Escamplaan 305","Den Haag","","2547 EA","","","0","0","301.4","","0","0","328.54","27.14","161","0","Uncategorized,Supermarket","5902082428053","5","CHICKEN FINGERS (0.8kg)","10","4.48","","",""
"3405","Paid By Bank-","2025-02-05 12:14","","Yeyen Supermarkt","","","Escamplaan 305","Den Haag","","2547 EA","","YeyenburgSupermarkt@gmail.com","","Yeyen Supermarkt","","Escamplaan 305","Den Haag","","2547 EA","","","0","0","301.4","","0","0","328.54","27.14","162","0","Uncategorized,Supermarket","5902082427834","6","CHICKEN SCHNITZEL (0.8kg)","10","4.25","","",""
"3406","Paid By Bank-","2025-02-05 12:34","","Berat Supermarket","","","Terletstraat 26","Den Haag","","2573 EZ","","Beratsupermarketdenhaag@gmail.com","","Berat Supermarket","","Terletstraat 26","Den Haag","","2573 EZ","","","0","0","147.9","","0","0","161.22","13.32","159","0","Uncategorized,Supermarket","5902082428039","1","CHICKEN NUGGETS CLASSIC (0.8kg)","10","3.85","","",""
"3406","Paid By Bank-","2025-02-05 12:34","","Berat Supermarket","","","Terletstraat 26","Den Haag","","2573 EZ","","Beratsupermarketdenhaag@gmail.com","","Berat Supermarket","","Terletstraat 26","Den Haag","","2573 EZ","","","0","0","147.9","","0","0","161.22","13.32","162","0","Uncategorized,Supermarket","5902082427834","2","CHICKEN SCHNITZEL (0.8kg)","10","4.25","","",""
"3406","Paid By Bank-","2025-02-05 12:34","","Berat Supermarket","","","Terletstraat 26","Den Haag","","2573 EZ","","Beratsupermarketdenhaag@gmail.com","","Berat Supermarket","","Terletstraat 26","Den Haag","","2573 EZ","","","0","0","147.9","","0","0","161.22","13.32","187","0","Uncategorized,Supermarket","5902082411628","3","AKCABAAT KOFTE  (18*45GR)","10","6.69","","",""
"3407","Paid By Bank-","2025-02-05 13:02","","Yahya VOF","","","Paul Krugerlaan 36 -40","Den Haag","","2571 HK","","Bakkerijbereketdenhaag@gmail.com","","Yahya VOF","","Paul Krugerlaan 36 -40","Den Haag","","2571 HK","","","0","0","103.57","","0","48.6","112.89","9.32","167","0","Uncategorized,Supermarket","5902082428299","1","CHEESE NUGGETS (0.7kg)","6","5.27","","",""
"3407","Paid By Bank-","2025-02-05 13:02","","Yahya VOF","","","Paul Krugerlaan 36 -40","Den Haag","","2571 HK","","Bakkerijbereketdenhaag@gmail.com","","Yahya VOF","","Paul Krugerlaan 36 -40","Den Haag","","2571 HK","","","0","0","103.57","","0","48.6","112.89","9.32","157","0","Uncategorized,Supermarket","5902082428015","2","CHICKEN WINGS BARBEQUE (0.8kg)","6","4.56","","",""
"3408","Paid By Bank-","2025-02-05 13:31","","AG Emmoglu","Supermarkt","","Brandtstraat 1","Den Haag","","2572CA Den Haag","","AGsupermarketdenhaag@gmail.com","","AG Emmoglu","Supermarkt","Brandtstraat 1","Den Haag","","2572CA Den Haag","","","0","0","268.9","","0","0","293.10","24.2","164","0","Uncategorized,Supermarket","5902082427896","1","Kentucky TENDERS HOT (0.8kg)","20","6.14","","",""
"3408","Paid By Bank-","2025-02-05 13:31","","AG Emmoglu","Supermarkt","","Brandtstraat 1","Den Haag","","2572CA Den Haag","","AGsupermarketdenhaag@gmail.com","","AG Emmoglu","Supermarkt","Brandtstraat 1","Den Haag","","2572CA Den Haag","","","0","0","268.9","","0","0","293.10","24.2","160","0","Uncategorized,Supermarket","5902082427919","2","CHICKEN KIPCORN (0.8kg)","10","4.37","","",""
"3408","Paid By Bank-","2025-02-05 13:31","","AG Emmoglu","Supermarkt","","Brandtstraat 1","Den Haag","","2572CA Den Haag","","AGsupermarketdenhaag@gmail.com","","AG Emmoglu","Supermarkt","Brandtstraat 1","Den Haag","","2572CA Den Haag","","","0","0","268.9","","0","0","293.10","24.2","162","0","Uncategorized,Supermarket","5902082427834","3","CHICKEN SCHNITZEL (0.8kg)","10","4.25","","",""
"3408","Paid By Bank-","2025-02-05 13:31","","AG Emmoglu","Supermarkt","","Brandtstraat 1","Den Haag","","2572CA Den Haag","","AGsupermarketdenhaag@gmail.com","","AG Emmoglu","Supermarkt","Brandtstraat 1","Den Haag","","2572CA Den Haag","","","0","0","268.9","","0","0","293.10","24.2","1820","0","Uncategorized","5902082428688","4","Chicken Fillet Bites 800 GR","10","5.99","","",""
"3409","Paid By Bank-","2025-02-05 13:47","","EKO Supermarkt","","","Kempstraat 122","Den Haag","","2572 GK","","ekosupermarket@gmail.com","","EKO Supermarkt","","Kempstraat 122","Den Haag","","2572 GK","","","0","0","248.74","","0","0","271.13","22.39","159","0","Uncategorized,Supermarket","5902082428039","1","CHICKEN NUGGETS CLASSIC (0.8kg)","10","3.85","","",""
"3409","Paid By Bank-","2025-02-05 13:47","","EKO Supermarkt","","","Kempstraat 122","Den Haag","","2572 GK","","ekosupermarket@gmail.com","","EKO Supermarkt","","Kempstraat 122","Den Haag","","2572 GK","","","0","0","248.74","","0","0","271.13","22.39","156","0","Uncategorized,Supermarket","5902082428008","2","CHICKEN WINGS HOT (0.8kg)","10","4.56","","",""
"3409","Paid By Bank-","2025-02-05 13:47","","EKO Supermarkt","","","Kempstraat 122","Den Haag","","2572 GK","","ekosupermarket@gmail.com","","EKO Supermarkt","","Kempstraat 122","Den Haag","","2572 GK","","","0","0","248.74","","0","0","271.13","22.39","161","0","Uncategorized,Supermarket","5902082428053","3","CHICKEN FINGERS (0.8kg)","10","4.48","","",""
"3409","Paid By Bank-","2025-02-05 13:47","","EKO Supermarkt","","","Kempstraat 122","Den Haag","","2572 GK","","ekosupermarket@gmail.com","","EKO Supermarkt","","Kempstraat 122","Den Haag","","2572 GK","","","0","0","248.74","","0","0","271.13","22.39","163","0","Uncategorized,Supermarket","5902082467564","4","Kentucky TENDERS CLASSIC (0.8kg)","10","6.14","","",""
"3409","Paid By Bank-","2025-02-05 13:47","","EKO Supermarkt","","","Kempstraat 122","Den Haag","","2572 GK","","ekosupermarket@gmail.com","","EKO Supermarkt","","Kempstraat 122","Den Haag","","2572 GK","","","0","0","248.74","","0","0","271.13","22.39","166","0","Uncategorized,Supermarket","5902082461876","5","CHILI-CHEESE NUGGETS  (0.6kg)","12","4.87","","",""
"3410","Paid By Bank-","2025-02-05 14:33","","Jacks corner","","","Leemansplein 544","Den Haag","","2521 EJ","","Jackscorner@gmail.com","","Jacks corner","","Leemansplein 544","Den Haag","","2521 EJ","","","0","0","140","","0","0","152.60","12.6","121","0","Uncategorized,Horeca","5902082460350","1","SLICED AND ROASTED PREMIUM CHICKEN KEBAB (€7,00)","8","17.5","","",""
"3411","Paid By Bank-","2025-02-04 08:45","","San Marina","","","Gerrit Achterberghove","Zoetermeer","","2717 XZ","","sanmarina@gmail.com","","","","","","","","","","0","0","300","","0","0","327.01","27.01","218","0","Uncategorized,Horeca","","1","Excellence Patat 9/9","15","15.5","","",""
"3411","Paid By Bank-","2025-02-04 08:45","","San Marina","","","Gerrit Achterberghove","Zoetermeer","","2717 XZ","","sanmarina@gmail.com","","","","","","","","","","0","0","300","","0","0","327.01","27.01","2859","0","Uncategorized","","2","Mix Shoarma (NL)","10","6.75","","",""
"3412","Paid By Bank-","2025-02-04 08:54","","Bakkerij Nasib","","","Weidstraat 11","IJsselstein","","3401 DL","","BakkerijNasibijselstijn@gmail.com","","","","","","","","","","0","0","408.5","","0","0","445.27","36.77","218","0","Uncategorized,Horeca","","1","Excellence Patat 9/9","22","15.5","","",""
"3412","Paid By Bank-","2025-02-04 08:54","","Bakkerij Nasib","","","Weidstraat 11","IJsselstein","","3401 DL","","BakkerijNasibijselstijn@gmail.com","","","","","","","","","","0","0","408.5","","0","0","445.27","36.77","2859","0","Uncategorized","","2","Mix Shoarma (NL)","10","6.75","","",""
"3413","Paid By Bank-","2025-02-04 08:54","","Pizza","Aro","","Wattstraat 7A","Zoetermeer","","2723 PZ","","PizzaAro@gmail.com","","","","","","","","","","0","0","205","","0","0","223.46","18.46","2755","0","Uncategorized","","1","EXTRA CRUNCH PATAT 9/9","5","16.5","","",""
"3413","Paid By Bank-","2025-02-04 08:54","","Pizza","Aro","","Wattstraat 7A","Zoetermeer","","2723 PZ","","PizzaAro@gmail.com","","","","","","","","","","0","0","205","","0","0","223.46","18.46","124","0","Uncategorized,Horeca","","2","Mix - Shoarma ( Lam- kalkoen) (PL) (€6,50)","10","6.5","","",""
"3413","Paid By Bank-","2025-02-04 08:54","","Pizza","Aro","","Wattstraat 7A","Zoetermeer","","2723 PZ","","PizzaAro@gmail.com","","","","","","","","","","0","0","205","","0","0","223.46","18.46","119","0","Uncategorized,Horeca","5902082461319","3","Chicken Chica PAPRIKA (€5,75)","10","5.75","","",""
"3414","Paid By Bank-","2025-02-04 08:55","","Eethuis Ak-AL","","","Stationsweg 18","Leiden","","2312 AV","","EethuisakalLeiden@gmail.com","","","","","","","","","","0","0","128","","0","0","139.52","11.52","2353","0","Horeca","","1","Excellence Patat 6/6","8","16","","",""
"3415","Paid By Bank-","2025-02-04 08:56","","Bakkerij Çiçek","","","Middelwaard 62","Zoetermeer","","2716 CW","","BakkerijcicekekZoetermeer@gmail.com","","","","","","","","","","0","0","231","","0","0","251.79","20.79","2755","0","Uncategorized","","1","EXTRA CRUNCH PATAT 9/9","14","16.5","","",""
"3416","Paid By Bank-","2025-02-04 08:56","","Elif Bakkerij","","","Kentgensplein 13","Zoetermeer","","2717 HS","","Elifbakkerijzoetermeer@gmail.com","","","","","","","","","","0","0","232.5","","0","0","253.43","20.93","218","0","Uncategorized,Horeca","","1","Excellence Patat 9/9","15","15.5","","",""
"3417","Paid By Bank-","2025-02-04 08:56","","Karadag Bakeries","","","Oosterheemplein 492","Zoetermeer","","2721 NJ","","Karadagbakkerieszoetermeer@gmail.com","","","","","","","","","","0","0","330","","0","0","359.70","29.7","2755","0","Uncategorized","","1","EXTRA CRUNCH PATAT 9/9","20","16.5","","",""
"3418","Paid By Bank-","2025-02-04 08:57","","Vishandel oosterheem","","","Oosterheemplein 412","Zoetermeer","","2721 NG","","VishandelOosterheemzoetermeer@gmail.com","","","","","","","","","","0","0","132","","0","0","143.88","11.88","2755","0","Uncategorized","","1","EXTRA CRUNCH PATAT 9/9","8","16.5","","",""
"3419","Paid By Bank-","2025-02-04 08:57","","MD Food","","","Petuniatuin 8","Zoetermeer","","2724 NA","","MdFood@live.nl","","","","","","","","","","0","0","66","","0","0","71.94","5.94","2755","0","Uncategorized","","1","EXTRA CRUNCH PATAT 9/9","4","16.5","","",""
"3420","Paid By Bank-","2025-02-04 08:58","","Bakkerij","de Hazelaar","","Hazelaarstraat 10","Woerden","","3442 EN","","BakkerijdeHazelaar@gmail.com","","","","","","","","","","0","0","330","","0","0","359.70","29.7","2755","0","Uncategorized","","1","EXTRA CRUNCH PATAT 9/9","20","16.5","","",""
"3421","Paid By Bank-","2025-02-04 08:58","","De Luifelbaan","","","Vijf Meiplein","Leiden","","2321 TC","","DeLuifelbaan5mei@gmail.com","","","","","","","","","","0","0","93","","0","0","101.37","8.37","218","0","Uncategorized,Horeca","","1","Excellence Patat 9/9","6","15.5","","",""
"3422","Paid By Bank-","2025-02-04 08:59","","Alesta","Food","","Ambachtsherenpad 12, 2722 BS Zoetermeer","Zoetermeer","","2722 BS","","AlestaFood@gmail.com","","","","","","","","","","0","0","99","","0","0","107.91","8.91","2755","0","Uncategorized","","1","EXTRA CRUNCH PATAT 9/9","6","16.5","","",""
"3423","Paid By Bank-","2025-02-04 08:59","","Saray PideHuis","","","Steenstraat 20","Leiden","","2312 BW","","SarayPideHuis@gmail.com","","","","","","","","","","0","0","232.5","","0","0","253.43","20.93","218","0","Uncategorized,Horeca","","1","Excellence Patat 9/9","15","15.5","","",""
"3424","Paid By Bank-","2025-02-04 08:59","","Tok Tok","Chicken","","Bisonspoor 1150","Maarssen","","3605 LS","","TokTokChickenUtrecht@gmail.com","","","","","","","","","","0","0","165","","0","0","179.85","14.85","2755","0","Uncategorized","","1","EXTRA CRUNCH PATAT 9/9","10","16.5","","",""
"3425","Paid By Bank-","2025-02-04 09:00","","TokTok","Chicken Akdeniz","","Proostwetering 80b","Utrecht","","3543 AJ","","TokTokChickenAkdeniz@gmail.com","","","","","","","","","","0","0","165","","0","0","179.85","14.85","2755","0","Uncategorized","","1","EXTRA CRUNCH PATAT 9/9","10","16.5","","",""
"3426","Paid By Bank-","2025-02-04 09:00","","Aps Burger","","","Bevrijdingsplein 43","Leiden","","2321 DX","","Apsburgerleiden@gmail.com","","","","","","","","","","0","0","165","","0","0","179.85","14.85","2755","0","Uncategorized","","1","EXTRA CRUNCH PATAT 9/9","10","16.5","","",""
"3428","Paid By Bank-","2025-02-06 08:42","","ZAM ZAM XL","","","Raamsteeg 73","Leiden","","2311 PM","","ZamZamXl@gmail.com","","ZAM ZAM XL","","Raamsteeg 73","Leiden","","2311 PM","","","0","0","343.72","","0","0","374.66","30.94","158","0","Uncategorized,Supermarket","5902082427957","1","CRISPY BURGER (0.8kg)","10","4.82","","",""
"3428","Paid By Bank-","2025-02-06 08:42","","ZAM ZAM XL","","","Raamsteeg 73","Leiden","","2311 PM","","ZamZamXl@gmail.com","","ZAM ZAM XL","","Raamsteeg 73","Leiden","","2311 PM","","","0","0","343.72","","0","0","374.66","30.94","169","0","Uncategorized,Supermarket","5902082432197","2","FALAFEL (0.8kg)","10","3.74","","",""
"3428","Paid By Bank-","2025-02-06 08:42","","ZAM ZAM XL","","","Raamsteeg 73","Leiden","","2311 PM","","ZamZamXl@gmail.com","","ZAM ZAM XL","","Raamsteeg 73","Leiden","","2311 PM","","","0","0","343.72","","0","0","374.66","30.94","163","0","Uncategorized,Supermarket","5902082467564","3","Kentucky TENDERS CLASSIC (0.8kg)","20","6.14","","",""
"3428","Paid By Bank-","2025-02-06 08:42","","ZAM ZAM XL","","","Raamsteeg 73","Leiden","","2311 PM","","ZamZamXl@gmail.com","","ZAM ZAM XL","","Raamsteeg 73","Leiden","","2311 PM","","","0","0","343.72","","0","0","374.66","30.94","199","0","Uncategorized,Supermarket","5902082428282","4","CHEESE STICKS (MOZZARELLA STICKS) (0.6kg)","48","1.99","","",""
"3428","Paid By Bank-","2025-02-06 08:42","","ZAM ZAM XL","","","Raamsteeg 73","Leiden","","2311 PM","","ZamZamXl@gmail.com","","ZAM ZAM XL","","Raamsteeg 73","Leiden","","2311 PM","","","0","0","343.72","","0","0","374.66","30.94","161","0","Uncategorized,Supermarket","5902082428053","5","CHICKEN FINGERS (0.8kg)","20","1.99","","",""
"3429","Paid By Bank-","2025-02-05 09:10","","Arya Eethuis Leiden","","","Standerdmolen 19","Leiden","","2317 NZ","","Aryaeethuisleiden@gmail.com","","","","","","","","","","0","0","99","","0","0","107.91","8.91","2755","0","Uncategorized","","1","EXTRA CRUNCH PATAT 9/9","6","16.5","","",""
"3430","Paid By Bank-","2025-02-06 15:19","","Sultan Ahmet BV","","","Watermolen 6","Leiden","","2317 ST","","SultanAhmetBV@gmail.com","","Sultan Ahmet BV","","Watermolen 6","Leiden","","2317 ST","","","0","0","110.3","","0","0","120.23","9.93","185","0","Uncategorized,Supermarket","5902082428305","1","ADANA KEBAB (12*50 GR)","10","5.31","","",""
"3430","Paid By Bank-","2025-02-06 15:19","","Sultan Ahmet BV","","","Watermolen 6","Leiden","","2317 ST","","SultanAhmetBV@gmail.com","","Sultan Ahmet BV","","Watermolen 6","Leiden","","2317 ST","","","0","0","110.3","","0","0","120.23","9.93","212","0","Uncategorized","5902082427971","2","SLICED AND ROASTED CHICKEN KEBAB (0,8GR)","10","5.72","","",""
"3431","Paid By Bank-","2025-02-06 08:46","","Simit Paleis A.S.","","","Postjesweg 105","Amsterdam","","1057 DZ","","SimitPaleisAmsterdam@gmail.com","","","","","","","","","","0","0","93","","0","0","101.37","8.37","218","0","Uncategorized,Horeca","","1","Excellence Patat 9/9","6","15.5","","",""
"3432","Paid By Bank-","2025-02-06 08:46","","The Address Cafe Restaurant","","","Slotermeerlaan 111","Amsterdam","","1063 JN","","RestaurantAdressamsterdam@gmail.com","","","","","","","","","","0","0","155","","0","0","168.95","13.95","218","0","Uncategorized,Horeca","","1","Excellence Patat 9/9","10","15.5","","",""
"3433","Paid By Bank-","2025-02-06 08:47","","Snackbar te britten","","","Zwaaikom 7","Katwijk aan Zee","","2225 HX","","Snackbartebritten@gmail.com","","","","","","","","","","10","10.9","118.5","","0","0","118.27","9.77","218","0","Uncategorized,Horeca","","1","Excellence Patat 9/9","7","15.5","","",""
"3433","Paid By Bank-","2025-02-06 08:47","","Snackbar te britten","","","Zwaaikom 7","Katwijk aan Zee","","2225 HX","","Snackbartebritten@gmail.com","","","","","","","","","","10","10.9","118.5","","0","0","118.27","9.77","97","0","Uncategorized,Horeca","","2","CHICKEN BURGER ( 36x70 GR )","1","0","","",""
"3435","Paid By Bank-","2025-02-06 08:48","","De Rotonde Kebab","","","Slotermeerlaan 3","Amsterdam","","1064GX","","DeRotondeKebab@gmail.com","","","","","","","","","","0","0","590","","0","0","643.11","53.11","218","0","Uncategorized,Horeca","","1","Excellence Patat 9/9","25","15.5","","",""
"3435","Paid By Bank-","2025-02-06 08:48","","De Rotonde Kebab","","","Slotermeerlaan 3","Amsterdam","","1064GX","","DeRotondeKebab@gmail.com","","","","","","","","","","0","0","590","","0","0","643.11","53.11","2859","0","Uncategorized","","2","Mix Shoarma (NL)","30","6.75","","",""
"3436","Paid By Bank-","2025-02-06 08:49","","Dream Kebab","Voorhout","","Herenstraat 88A","Voorhout","","2215KK","","dream@kebab.nl","","","","","","","","","","0","0","124","","0","0","135.16","11.16","218","0","Uncategorized,Horeca","","1","Excellence Patat 9/9","8","15.5","","",""
"3437","Paid By Bank-","2025-02-06 08:49","","Rania","","","Winkelhof 5","Leiderdorp","","2353 EH","","Rania@gmail.com","","","","","","","","","","0","0","93","","0","0","101.37","8.37","218","0","Uncategorized,Horeca","","1","Excellence Patat 9/9","6","15.5","","",""
"3438","Paid By Cash-","2025-02-06 08:50","","Ekmek Teknesi","","","Burgemeester van Leeuwenlaan 77","Amsterdam","","1064 KM","","EkmekTeknesi@gmail.com","","","","","","","","","","0","0","93","","0","0","101.37","8.37","218","0","Uncategorized,Horeca","","1","Excellence Patat 9/9","6","15.5","","",""
"3439","Paid By Bank-","2025-02-06 08:50","","Dream Kebab Katwijk","","","Taatedam 2","Katwijk aan zee","","2225 BN","","Dreamkebab@katwijk.nl","","","","","","","","","","0","0","155","","0","0","168.95","13.95","218","0","Uncategorized,Horeca","","1","Excellence Patat 9/9","10","15.5","","",""
"3440","Paid By Bank-","2025-02-06 08:51","","Dream Kebab","Noordwijkerhout","","Zeestraat 4","Noordwijkerhout","","2211 XG","","dreamkebab@noordwijkerhour.nl","","","","","","","","","","0","0","155","","0","0","168.95","13.95","218","0","Uncategorized,Horeca","","1","Excellence Patat 9/9","10","15.5","","",""
"3441","Paid By Bank-","2025-02-06 08:51","","Ak-Al Bakkerij","","","Sumatrastraat 155","Leiden","","2315 BC","","Ak-AlBakkerij@gmail.com","","","","","","","","","","0","0","93","","0","0","101.37","8.37","218","0","Uncategorized,Horeca","","1","Excellence Patat 9/9","6","15.5","","",""
"3442","Paid By Bank-","2025-02-06 08:52","","Ak-Al Bakkerij Herenstraat","","","Herenstraat 4","Leiden","","2313 AK","","Ak-AlBakkerijHerenstraat@gmail.com","","","","","","","","","","0","0","147.5","","0","0","160.78","13.28","218","0","Uncategorized,Horeca","","1","Excellence Patat 9/9","5","15.5","","",""
"3442","Paid By Bank-","2025-02-06 08:52","","Ak-Al Bakkerij Herenstraat","","","Herenstraat 4","Leiden","","2313 AK","","Ak-AlBakkerijHerenstraat@gmail.com","","","","","","","","","","0","0","147.5","","0","0","160.78","13.28","121","0","Uncategorized,Horeca","5902082460350","2","SLICED AND ROASTED PREMIUM CHICKEN KEBAB (€7,00)","4","17.5","","",""
"3443","Paid By Bank-","2025-02-06 08:52","","Masters Doner","","","Kruisweg 985A","Hoofddorp","","2132 CE","","MastersDonerHoofdoorp@gmail.com","","","","","","","","","","0","0","247.5","","0","0","269.78","22.28","2755","0","Uncategorized","","1","EXTRA CRUNCH PATAT 9/9","15","16.5","","",""
"3444","Paid By Bank-","2025-02-06 08:53","","Gulcan Bakkerij","","","Morsweg 23","Leiden","","2312 AS","","Gulcanbakkerijleiden@gmail.com","","","","","","","","","","0","0","165","","0","0","179.85","14.85","2755","0","Uncategorized","","1","EXTRA CRUNCH PATAT 9/9","10","16.5","","",""
"3445","Paid By Bank-","2025-02-07 08:50","","Bella Ay Pizza & Döner Huis","","","Dijkstraat 37","Honselersdijk","","2675 AV","","BellaAyPizzaDonerHuisHonselersdijk@gmail.com","","","","","","","","","","0","0","160.5","","0","0","174.95","14.45","218","0","Uncategorized,Horeca","","1","Excellence Patat 9/9","6","15.5","","",""
"3445","Paid By Bank-","2025-02-07 08:50","","Bella Ay Pizza & Döner Huis","","","Dijkstraat 37","Honselersdijk","","2675 AV","","BellaAyPizzaDonerHuisHonselersdijk@gmail.com","","","","","","","","","","0","0","160.5","","0","0","174.95","14.45","2859","0","Uncategorized","","2","Mix Shoarma (NL)","10","6.75","","",""
"3446","Paid By Bank-","2025-02-07 08:51","","Pizzeria & Dönerhuis De Gaarde","","","Vrederustlaan 123","Den Haag","","2543 SM","","PizzeriaDonerhuisDeGaarde@gmail.com","","","","","","","","","","0","0","198.1","","0","0","215.93","17.83","218","0","Uncategorized,Horeca","","1","Excellence Patat 9/9","7","15.5","","",""
"3446","Paid By Bank-","2025-02-07 08:51","","Pizzeria & Dönerhuis De Gaarde","","","Vrederustlaan 123","Den Haag","","2543 SM","","PizzeriaDonerhuisDeGaarde@gmail.com","","","","","","","","","","0","0","198.1","","0","0","215.93","17.83","103","0","Uncategorized,Horeca","","2","CRISPY BURGER","10","6.56","","",""
"3446","Paid By Bank-","2025-02-07 08:51","","Pizzeria & Dönerhuis De Gaarde","","","Vrederustlaan 123","Den Haag","","2543 SM","","PizzeriaDonerhuisDeGaarde@gmail.com","","","","","","","","","","0","0","198.1","","0","0","215.93","17.83","253","0","Uncategorized","5902082460084","3","Mexicano ( 12*140GR)","4","6","","",""
"3447","Paid By Bank-","2025-02-07 08:52","","JAF EN SLAGERIJ EN TOKO","","","Raadhuisplein 131","Krimpen aan den IJssel","","2922AL","","jafslagerijentokokrimpenijndenijsel@gmail.com","","","","","","","","","","0","0","532.8","","0","0","580.77","47.97","2859","0","Uncategorized","","1","Mix Shoarma (NL)","30","6.75","","",""
"3447","Paid By Bank-","2025-02-07 08:52","","JAF EN SLAGERIJ EN TOKO","","","Raadhuisplein 131","Krimpen aan den IJssel","","2922AL","","jafslagerijentokokrimpenijndenijsel@gmail.com","","","","","","","","","","0","0","532.8","","0","0","580.77","47.97","185","0","Uncategorized,Supermarket","5902082428305","2","ADANA KEBAB (12*50 GR)","30","5.31","","",""
"3447","Paid By Bank-","2025-02-07 08:52","","JAF EN SLAGERIJ EN TOKO","","","Raadhuisplein 131","Krimpen aan den IJssel","","2922AL","","jafslagerijentokokrimpenijndenijsel@gmail.com","","","","","","","","","","0","0","532.8","","0","0","580.77","47.97","158","0","Uncategorized,Supermarket","5902082427957","3","CRISPY BURGER (0.8kg)","10","4.82","","",""
"3447","Paid By Bank-","2025-02-07 08:52","","JAF EN SLAGERIJ EN TOKO","","","Raadhuisplein 131","Krimpen aan den IJssel","","2922AL","","jafslagerijentokokrimpenijndenijsel@gmail.com","","","","","","","","","","0","0","532.8","","0","0","580.77","47.97","163","0","Uncategorized,Supermarket","5902082467564","4","Kentucky TENDERS CLASSIC (0.8kg)","10","6.14","","",""
"3447","Paid By Bank-","2025-02-07 08:52","","JAF EN SLAGERIJ EN TOKO","","","Raadhuisplein 131","Krimpen aan den IJssel","","2922AL","","jafslagerijentokokrimpenijndenijsel@gmail.com","","","","","","","","","","0","0","532.8","","0","0","580.77","47.97","164","0","Uncategorized,Supermarket","5902082427896","5","Kentucky TENDERS HOT (0.8kg)","10","6.14","","",""
"3448","Paid By Bank-","2025-02-07 08:53","","Snackbar De Joker Pizzeria Grillroom","","","Bergweg 160-A","Rotterdam","","3036 BK","","SnackbarDeJokerPizzeriaGrillroomrotterdam@gmail.com","","","","","","","","","","0","0","405","","0","0","441.45","36.45","2859","0","Uncategorized","","1","Mix Shoarma (NL)","60","6.75","","",""
"3449","Paid By Bank-","2025-02-07 08:54","","Adam Broodjeszaak","","","Hoefkade 796","Den Haag","","2526 CT","","Adambroodjeszaakdenhaag@gmail.com","","","","","","","","","","0","0","77.5","","0","0","84.48","6.98","218","0","Uncategorized,Horeca","","1","Excellence Patat 9/9","5","15.5","","",""
"3450","Paid By Bank-","2025-02-07 08:54","","Saray PideHuis","","","Steenstraat 20","Leiden","","2312 BW","","SarayPideHuis@gmail.com","","","","","","","","","","0","0","155","","0","0","168.95","13.95","218","0","Uncategorized,Horeca","","1","Excellence Patat 9/9","10","15.5","","",""
"3451","Paid By Bank-","2025-02-07 08:55","","Pizza de lier","","","Michiel A. de Ruyterstraat 22","De Lier","","2678 GB","","PizzadeLier@gmail.com","","","","","","","","","","0","0","139.5","","0","0","152.06","12.56","218","0","Uncategorized,Horeca","","1","Excellence Patat 9/9","9","15.5","","",""
"3452","Paid By Bank-","2025-02-07 08:55","","Sultan Pizzeria","","","De Markt 325","Krimpen aan de Lek","","2931 EC","","Sultanpizzaria@gmail.com","","","","","","","","","","0","0","93","","0","0","101.37","8.37","218","0","Uncategorized,Horeca","","1","Excellence Patat 9/9","6","15.5","","",""
"3453","Paid By Cash-","2025-02-07 08:55","","Seda Bakkerij","","","Leyweg 1170","Den Haag","","2545 HH","","SedaBakkerij@gmail.com","","","","","","","","","","0","0","77.5","","0","0","84.48","6.98","218","0","Uncategorized,Horeca","","1","Excellence Patat 9/9","5","15.5","","",""
"3454","Paid By Bank-","2025-02-07 08:56","","Pizza Pizza","","","Erasmusweg 2","Den Haag","","2532 CP","","PizzaPizza@gmail.com","","","","","","","","","","0","0","186","","0","0","202.74","16.74","218","0","Uncategorized,Horeca","","1","Excellence Patat 9/9","12","15.5","","",""
"3455","Paid By Bank-","2025-02-07 08:56","","Jacks corner","","","Leemansplein 544","Den Haag","","2521 EJ","","Jackscorner@gmail.com","","","","","","","","","","0","0","140","","0","0","152.60","12.6","121","0","Uncategorized,Horeca","5902082460350","1","SLICED AND ROASTED PREMIUM CHICKEN KEBAB (€7,00)","8","17.5","","",""
"3456","Paid By Bank-","2025-02-07 08:57","","Aya hicret","","","Lange Kerkstraat 35/A","Schiedam","","3111 NN","","Ayahicretschiedam@gmail.com","","","","","","","","","","0","0","485","","0","0","528.65","43.65","2755","0","Uncategorized","","1","EXTRA CRUNCH PATAT 9/9","20","16.5","","",""
